COMMAND      PID                 USER   FD   TYPE             DEVICE SIZE/OFF   NODE NAME
systemd-j    403                 root  136u  unix 0xffff8cb90f62a400      0t0  29697 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    403                 root  137u  unix 0xffff8cb90d689000      0t0  27976 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    403                 root  140u  unix 0xffff8cb90f634c00      0t0  27984 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    403                 root  141u  unix 0xffff8cb90f630400      0t0  28017 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    403                 root  142u  unix 0xffff8cb90f631000      0t0  28035 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    403                 root  143u  unix 0xffff8cb90f632c00      0t0  28036 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    403                 root  144u  unix 0xffff8cb90f637c00      0t0  29784 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    403                 root  145u  unix 0xffff8cb92a4b0c00      0t0  29802 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-u    457                 root    1u  unix 0xffff8cba05025000      0t0  14506 type=STREAM (CONNECTED)
systemd-u    457                 root    2u  unix 0xffff8cba05025000      0t0  14506 type=STREAM (CONNECTED)
systemd-u    457                 root    4u  unix 0xffff8cba07746000      0t0  12262 /run/udev/control type=SEQPACKET (LISTEN)
systemd-u    457                 root    5u  unix 0xffff8cba05026c00      0t0  14514 type=DGRAM (CONNECTED)
systemd-u    457                 root    6u  unix 0xffff8cba05027c00      0t0  14518 type=DGRAM (CONNECTED)
systemd-u    457                 root    7u  unix 0xffff8cba05026800      0t0  14519 type=DGRAM (CONNECTED)
systemd-o    573          systemd-oom    1u  unix 0xffff8cba0c554400      0t0  18259 type=STREAM (CONNECTED)
systemd-o    573          systemd-oom    2u  unix 0xffff8cba0c554400      0t0  18259 type=STREAM (CONNECTED)
systemd-o    573          systemd-oom    3u  unix 0xffff8cba07745c00      0t0  12260 /run/systemd/oom/io.systemd.ManagedOOM type=STREAM (LISTEN)
systemd-o    573          systemd-oom    4u  unix 0xffff8cba0c556000      0t0  18948 type=DGRAM (CONNECTED)
systemd-o    573          systemd-oom   10u  unix 0xffff8cba0c556400      0t0  18955 type=STREAM (CONNECTED)
systemd-o    573          systemd-oom   11u  unix 0xffff8cba0c555000      0t0  19132 @7167e8edf61c7913/bus/systemd-oomd/bus-api-oom type=STREAM (CONNECTED)
systemd-o    573          systemd-oom   12u  unix 0xffff8cba05027800      0t0  26487 /run/systemd/oom/io.systemd.ManagedOOM type=STREAM (CONNECTED)
systemd-r    578      systemd-resolve    1u  unix 0xffff8cba118f2400      0t0  15050 type=STREAM (CONNECTED)
systemd-r    578      systemd-resolve    2u  unix 0xffff8cba118f2400      0t0  15050 type=STREAM (CONNECTED)
systemd-r    578      systemd-resolve    3u  unix 0xffff8cba118f0400      0t0  19636 type=DGRAM (CONNECTED)
systemd-r    578      systemd-resolve   18u  unix 0xffff8cba118f3400      0t0  19661 /run/systemd/resolve/io.systemd.Resolve type=STREAM (LISTEN)
systemd-r    578      systemd-resolve   19u  unix 0xffff8cba118f3000      0t0  19662 /run/systemd/resolve/io.systemd.Resolve.Monitor type=STREAM (LISTEN)
systemd-r    578      systemd-resolve   20u  unix 0xffff8cba118f2000      0t0  19708 @c2e900037550edee/bus/systemd-resolve/bus-api-resolve type=STREAM (CONNECTED)
systemd-t    580     systemd-timesync    1u  unix 0xffff8cba01552c00      0t0    720 type=STREAM (CONNECTED)
systemd-t    580     systemd-timesync    2u  unix 0xffff8cba01552c00      0t0    720 type=STREAM (CONNECTED)
systemd-t    580     systemd-timesync    3u  unix 0xffff8cba01551400      0t0  20681 type=DGRAM (CONNECTED)
systemd-t    580     systemd-timesync    8u  unix 0xffff8cba01552000      0t0  20686 type=DGRAM (CONNECTED)
systemd-t    580     systemd-timesync    9u  unix 0xffff8cba01553400      0t0  20687 type=DGRAM (CONNECTED)
systemd-t    580     systemd-timesync   10u  unix 0xffff8cba01553000      0t0  20688 type=DGRAM (CONNECTED)
systemd-t    580     systemd-timesync   11u  unix 0xffff8cba01552800      0t0  20689 type=DGRAM (CONNECTED)
systemd-t    580     systemd-timesync   16u  unix 0xffff8cba01553c00      0t0  20829 @6bdcf2aeb7619f41/bus/systemd-timesyn/bus-api-timesync type=STREAM (CONNECTED)
avahi-dae    997                avahi    1u  unix 0xffff8cba118f3c00      0t0  19737 type=STREAM (CONNECTED)
avahi-dae    997                avahi    2u  unix 0xffff8cba118f3c00      0t0  19737 type=STREAM (CONNECTED)
avahi-dae    997                avahi    3u  unix 0xffff8cba118f0c00      0t0  19700 /run/avahi-daemon/socket type=STREAM (LISTEN)
avahi-dae    997                avahi    4u  unix 0xffff8cba07744400      0t0  19754 type=DGRAM (CONNECTED)
avahi-dae    997                avahi    5u  unix 0xffff8cba0ac3e000      0t0  19895 type=STREAM (CONNECTED)
avahi-dae    997                avahi   10u  unix 0xffff8cba0ac3fc00      0t0  19904 type=STREAM (CONNECTED)
dbus-daem    998           messagebus    1u  unix 0xffff8cba0562d800      0t0  17151 type=STREAM (CONNECTED)
dbus-daem    998           messagebus    2u  unix 0xffff8cba0562d800      0t0  17151 type=STREAM (CONNECTED)
dbus-daem    998           messagebus    3u  unix 0xffff8cba118f0800      0t0  19707 /run/dbus/system_bus_socket type=STREAM (LISTEN)
dbus-daem    998           messagebus    6u  unix 0xffff8cba01553800      0t0  20936 type=DGRAM (CONNECTED)
dbus-daem    998           messagebus    8u  unix 0xffff8cba01550800      0t0  20937 type=STREAM (CONNECTED)
dbus-daem    998           messagebus    9u  unix 0xffff8cba01550400      0t0  20938 type=STREAM (CONNECTED)
dbus-daem    998           messagebus   10u  unix 0xffff8cba0c554c00      0t0  20940 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   11u  unix 0xffff8cba01551000      0t0  20941 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   12u  unix 0xffff8cba118f1400      0t0  20942 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   13u  unix 0xffff8cba04bf2c00      0t0  20971 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   14u  unix 0xffff8cba05ec5c00      0t0  20991 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   16u  unix 0xffff8cba0ac3e400      0t0  21004 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   17u  unix 0xffff8cba04bf0400      0t0  21009 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   18u  unix 0xffff8cba05ec6000      0t0  21013 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   19u  unix 0xffff8cba0ac3c400      0t0  21014 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   20u  unix 0xffff8cba0ac3f000      0t0  21047 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   21u  unix 0xffff8cba0562e000      0t0  21055 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   22u  unix 0xffff8cba06f6fc00      0t0  21084 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   23u  unix 0xffff8cba04bf2000      0t0  21092 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   24u  unix 0xffff8cba06f6d000      0t0  21116 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   25u  unix 0xffff8cba2cb4b400      0t0  38734 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   26u  unix 0xffff8cb931d97800      0t0  25354 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   28u  unix 0xffff8cba0c541c00      0t0  22580 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   29u  unix 0xffff8cba0cd31400      0t0  21735 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   30u  unix 0xffff8cba0cd32800      0t0  21738 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   31u  unix 0xffff8cba05027000      0t0  21338 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   32u  unix 0xffff8cba01551c00      0t0  21341 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   33u  unix 0xffff8cba0cd30400      0t0  23487 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   34u  unix 0xffff8cba0872e400      0t0  21411 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   35u  unix 0xffff8cb9011fbc00      0t0  47138 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   39u  unix 0xffff8cb92a4b3c00      0t0  27309 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   41u  unix 0xffff8cb92a4a3c00      0t0  28098 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   42u  unix 0xffff8cb901c9c000      0t0  24250 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   43u  unix 0xffff8cba0c91b800      0t0  23735 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   45u  unix 0xffff8cb90f632400      0t0  28099 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   46u  unix 0xffff8cb9011e9000      0t0  23808 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   47u  unix 0xffff8cba0c917400      0t0  24980 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   48u  unix 0xffff8cb901c99c00      0t0  24154 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   50u  unix 0xffff8cb931e38400      0t0  28114 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   63u  unix 0xffff8cba05025c00      0t0  26485 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   64u  unix 0xffff8cb901c9f000      0t0  24156 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   65u  unix 0xffff8cb931e67c00      0t0  24160 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   66u  unix 0xffff8cb931e64000      0t0  24161 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   67u  unix 0xffff8cb901c9b800      0t0  24170 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   68u  unix 0xffff8cb90e4b9400      0t0  24253 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   69u  unix 0xffff8cb91120cc00      0t0  24312 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   70u  unix 0xffff8cb911211000      0t0  24348 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   72u  unix 0xffff8cb912605c00      0t0  27029 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   73u  unix 0xffff8cb91260c400      0t0  27053 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   74u  unix 0xffff8cb90d675c00      0t0  27138 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   75u  unix 0xffff8cb91260c800      0t0  27056 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   76u  unix 0xffff8cb90d672000      0t0  27057 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   77u  unix 0xffff8cb90d676c00      0t0  27132 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   78u  unix 0xffff8cb90d676800      0t0  27146 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   79u  unix 0xffff8cb911212800      0t0  27160 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   80u  unix 0xffff8cb921325400      0t0  27197 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   81u  unix 0xffff8cb921327800      0t0  27201 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   82u  unix 0xffff8cb92a4a8800      0t0  28003 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   83u  unix 0xffff8cb92a4aa800      0t0  28009 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   84u  unix 0xffff8cb90f633000      0t0  28014 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   85u  unix 0xffff8cb92a4a1400      0t0  27288 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem    998           messagebus   86u  unix 0xffff8cb92a4ad400      0t0  27300 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
gnome-rem   1002 gnome-remote-desktop    1u  unix 0xffff8cba04bf1c00      0t0  19267 type=STREAM (CONNECTED)
gnome-rem   1002 gnome-remote-desktop    2u  unix 0xffff8cba04bf1c00      0t0  19267 type=STREAM (CONNECTED)
gnome-rem   1002 gnome-remote-desktop    6u  unix 0xffff8cba04bf1800      0t0  19292 type=DGRAM (UNCONNECTED)
gnome-rem   1002 gnome-remote-desktop    7u  unix 0xffff8cba04bf1400      0t0  19293 type=STREAM (CONNECTED)
polkitd     1017              polkitd    6u  unix 0xffff8cba0ac3ec00      0t0  20003 type=STREAM (CONNECTED)
polkitd     1017              polkitd    9u  unix 0xffff8cba06f6f800      0t0  21048 type=DGRAM (CONNECTED)
power-pro   1023                 root    1u  unix 0xffff8cba0c555400      0t0  19192 type=STREAM (CONNECTED)
power-pro   1023                 root    2u  unix 0xffff8cba0c555400      0t0  19192 type=STREAM (CONNECTED)
power-pro   1023                 root    5u  unix 0xffff8cba04bf0c00      0t0  19207 type=STREAM (CONNECTED)
snapd       1032                 root    1u  unix 0xffff8cba0ac3d800      0t0  19821 type=STREAM (CONNECTED)
snapd       1032                 root    2u  unix 0xffff8cba0ac3d800      0t0  19821 type=STREAM (CONNECTED)
snapd       1032                 root    3u  unix 0xffff8cba0c918000      0t0  26066 type=STREAM (CONNECTED)
snapd       1032                 root    4u  unix 0xffff8cb931e39000      0t0  27412 /run/snapd-snap.socket type=STREAM (CONNECTED)
snapd       1032                 root    8u  unix 0xffff8cba118f1800      0t0  19709 /run/snapd.socket type=STREAM (LISTEN)
snapd       1032                 root    9u  unix 0xffff8cba118f3800      0t0  19710 /run/snapd-snap.socket type=STREAM (LISTEN)
snapd       1032                 root   13u  unix 0xffff8cba0cd40c00      0t0  27417 /run/snapd-snap.socket type=STREAM (CONNECTED)
accounts-   1036                 root    1u  unix 0xffff8cba0562c000      0t0  17247 type=STREAM (CONNECTED)
accounts-   1036                 root    2u  unix 0xffff8cba0562c000      0t0  17247 type=STREAM (CONNECTED)
cron        1037                 root    1u  unix 0xffff8cba05ec6400      0t0  20957 type=STREAM (CONNECTED)
cron        1037                 root    2u  unix 0xffff8cba05ec6400      0t0  20957 type=STREAM (CONNECTED)
cron        1037                 root    4u  unix 0xffff8cba05ec5000      0t0  20959 type=DGRAM (CONNECTED)
switchero   1040                 root    1u  unix 0xffff8cba05ec4c00      0t0  20970 type=STREAM (CONNECTED)
switchero   1040                 root    2u  unix 0xffff8cba05ec4c00      0t0  20970 type=STREAM (CONNECTED)
switchero   1040                 root    6u  unix 0xffff8cba05ec7c00      0t0  20990 type=STREAM (CONNECTED)
systemd-l   1059                 root    1u  unix 0xffff8cba04bf0000      0t0  19228 type=STREAM (CONNECTED)
systemd-l   1059                 root    2u  unix 0xffff8cba04bf0000      0t0  19228 type=STREAM (CONNECTED)
systemd-l   1059                 root    3u  unix 0xffff8cba04bf2800      0t0  19246 type=DGRAM (CONNECTED)
systemd-l   1059                 root   15u  unix 0xffff8cba04bf3400      0t0  19258 @d62fc939de9903d6/bus/systemd-logind/system type=STREAM (CONNECTED)
udisksd     1065                 root    1u  unix 0xffff8cba05ec6800      0t0  21005 type=STREAM (CONNECTED)
udisksd     1065                 root    2u  unix 0xffff8cba05ec6800      0t0  21005 type=STREAM (CONNECTED)
udisksd     1065                 root    3u  unix 0xffff8cba05ec7400      0t0  21010 type=DGRAM (UNCONNECTED)
udisksd     1065                 root    6u  unix 0xffff8cba05ec4400      0t0  21012 type=STREAM (CONNECTED)
avahi-dae   1103                avahi    1u  unix 0xffff8cba118f3c00      0t0  19737 type=STREAM (CONNECTED)
avahi-dae   1103                avahi    2u  unix 0xffff8cba118f3c00      0t0  19737 type=STREAM (CONNECTED)
avahi-dae   1103                avahi    3u  unix 0xffff8cba118f0c00      0t0  19700 /run/avahi-daemon/socket type=STREAM (LISTEN)
avahi-dae   1103                avahi    4u  unix 0xffff8cba07744400      0t0  19754 type=DGRAM (CONNECTED)
avahi-dae   1103                avahi    6u  unix 0xffff8cba0ac3d400      0t0  19896 type=STREAM (CONNECTED)
rsyslogd    1106               syslog    2u  unix 0xffff8cba06f6f000      0t0  21033 type=STREAM (CONNECTED)
rsyslogd    1106               syslog    3u  unix 0xffff8cba07744800      0t0  12251 /run/systemd/journal/syslog type=DGRAM (UNCONNECTED)
rsyslogd    1106               syslog    6u  unix 0xffff8cba07745400      0t0  20019 type=DGRAM (CONNECTED)
NetworkMa   1109                 root    1u  unix 0xffff8cba06f6c400      0t0  21044 type=STREAM (CONNECTED)
NetworkMa   1109                 root    2u  unix 0xffff8cba06f6c400      0t0  21044 type=STREAM (CONNECTED)
NetworkMa   1109                 root    5u  unix 0xffff8cba06f6c000      0t0  21082 type=DGRAM (UNCONNECTED)
NetworkMa   1109                 root    6u  unix 0xffff8cba06f6dc00      0t0  21083 type=STREAM (CONNECTED)
wpa_suppl   1111                 root    1u  unix 0xffff8cba0562cc00      0t0  17338 type=STREAM (CONNECTED)
wpa_suppl   1111                 root    2u  unix 0xffff8cba0562cc00      0t0  17338 type=STREAM (CONNECTED)
wpa_suppl   1111                 root    3u  unix 0xffff8cba0562fc00      0t0  17343 type=DGRAM (CONNECTED)
wpa_suppl   1111                 root    4u  unix 0xffff8cba0562c400      0t0  17353 type=STREAM (CONNECTED)
ModemMana   1161                 root    1u  unix 0xffff8cba04bf2400      0t0  19289 type=STREAM (CONNECTED)
ModemMana   1161                 root    5u  unix 0xffff8cba04bf3000      0t0  19294 type=DGRAM (CONNECTED)
ModemMana   1161                 root    6u  unix 0xffff8cba06f6d800      0t0  21115 type=STREAM (CONNECTED)
cupsd       1271                 root    1u  unix 0xffff8cba0562e800      0t0  22537 type=STREAM (CONNECTED)
cupsd       1271                 root    2u  unix 0xffff8cba0562e800      0t0  22537 type=STREAM (CONNECTED)
cupsd       1271                 root    3u  unix 0xffff8cba118f2800      0t0  19704 /run/cups/cups.sock type=STREAM (LISTEN)
cupsd       1271                 root    5u  unix 0xffff8cba0c540000      0t0  21588 type=STREAM (CONNECTED)
cupsd       1271                 root   14u  unix 0xffff8cb91260d400      0t0  27054 /run/cups/cups.sock type=STREAM (CONNECTED)
cupsd       1271                 root   15u  unix 0xffff8cba0cd33000      0t0  23505 /run/cups/cups.sock type=STREAM (CONNECTED)
unattende   1274                 root    1u  unix 0xffff8cba0c543000      0t0  21566 type=STREAM (CONNECTED)
unattende   1274                 root    2u  unix 0xffff8cba0c543000      0t0  21566 type=STREAM (CONNECTED)
unattende   1274                 root    4u  unix 0xffff8cba01550c00      0t0  21340 type=STREAM (CONNECTED)
unattende   1274                 root    7u  unix 0xffff8cba0562f800      0t0  21343 type=STREAM (CONNECTED)
unattende   1274                 root    9u  unix 0xffff8cba0cd2e800      0t0  21344 type=STREAM (CONNECTED)
gdm3        1291                 root    1u  unix 0xffff8cba0c540800      0t0  21609 type=STREAM (CONNECTED)
gdm3        1291                 root    2u  unix 0xffff8cba0c540800      0t0  21609 type=STREAM (CONNECTED)
gdm3        1291                 root    5u  unix 0xffff8cba05025400      0t0  23443 type=STREAM (CONNECTED)
gdm3        1291                 root   10u  unix 0xffff8cba0c542000      0t0  21620 /run/gdm3/dbus/dbus-6TnqHt3O type=STREAM (LISTEN)
gdm3        1291                 root   11u  unix 0xffff8cba0c540400      0t0  21621 /run/gdm3/dbus/dbus-PocDgI5l type=STREAM (LISTEN)
gdm3        1291                 root   15u  unix 0xffff8cb931d96400      0t0  25304 /run/gdm3/dbus/dbus-PocDgI5l type=STREAM (CONNECTED)
gdm3        1291                 root   17u  unix 0xffff8cb931d94c00      0t0  26433 /run/gdm3/dbus/dbus-6TnqHt3O type=STREAM (CONNECTED)
gdm3        1291                 root   20u  unix 0xffff8cba0c554000      0t0  26614 type=DGRAM (CONNECTED)
cups-brow   1305         cups-browsed    1u  unix 0xffff8cba0cd30000      0t0  23476 type=STREAM (CONNECTED)
cups-brow   1305         cups-browsed    2u  unix 0xffff8cba0cd30000      0t0  23476 type=STREAM (CONNECTED)
cups-brow   1305         cups-browsed    4u  unix 0xffff8cba0cd32000      0t0  23508 type=STREAM (CONNECTED)
cups-brow   1305         cups-browsed    5u  unix 0xffff8cba0cd31800      0t0  23503 type=STREAM (CONNECTED)
cups-brow   1305         cups-browsed    7u  unix 0xffff8cba0cd31c00      0t0  23509 type=STREAM (CONNECTED)
kerneloop   1307             kernoops    4u  unix 0xffff8cba0cd33400      0t0  23486 type=STREAM (CONNECTED)
kerneloop   1311             kernoops    4u  unix 0xffff8cba0872d400      0t0  21672 type=STREAM (CONNECTED)
rtkit-dae   1399                rtkit    1u  unix 0xffff8cba0c90d000      0t0  25911 type=STREAM (CONNECTED)
rtkit-dae   1399                rtkit    2u  unix 0xffff8cba0c90d000      0t0  25911 type=STREAM (CONNECTED)
colord      1521               colord    1u  unix 0xffff8cba01552400      0t0  26183 type=STREAM (CONNECTED)
colord      1521               colord    2u  unix 0xffff8cba01552400      0t0  26183 type=STREAM (CONNECTED)
colord      1521               colord   10u  unix 0xffff8cb9011eb800      0t0  26193 type=DGRAM (UNCONNECTED)
colord      1521               colord   11u  unix 0xffff8cb9011e9800      0t0  26194 type=STREAM (CONNECTED)
upowerd     1572                 root    1u  unix 0xffff8cb9011ebc00      0t0  26280 type=STREAM (CONNECTED)
upowerd     1572                 root    2u  unix 0xffff8cb9011ebc00      0t0  26280 type=STREAM (CONNECTED)
upowerd     1572                 root    5u  unix 0xffff8cb9011e8c00      0t0  26297 type=STREAM (CONNECTED)
gdm-sessi   1908                 root    1u  unix 0xffff8cb931d94800      0t0  24019 type=STREAM (CONNECTED)
gdm-sessi   1908                 root    2u  unix 0xffff8cb931d95c00      0t0  24020 type=STREAM (CONNECTED)
gdm-sessi   1908                 root    5u  unix 0xffff8cb931d96c00      0t0  24021 type=STREAM (CONNECTED)
gdm-sessi   1908                 root    7u  unix 0xffff8cb931d95800      0t0  24022 type=STREAM (CONNECTED)
gdm-sessi   1908                 root    8u  unix 0xffff8cb901c98000      0t0  22281 type=DGRAM (CONNECTED)
systemd     1921                meaow    1u  unix 0xffff8cb901204000      0t0  25401 type=STREAM (CONNECTED)
systemd     1921                meaow    2u  unix 0xffff8cb901204000      0t0  25401 type=STREAM (CONNECTED)
systemd     1921                meaow    3u  unix 0xffff8cb901204400      0t0  25426 type=DGRAM (CONNECTED)
systemd     1921                meaow   18u  unix 0xffff8cb901207c00      0t0  25437 /run/user/1000/systemd/notify type=DGRAM (UNCONNECTED)
systemd     1921                meaow   19u  unix 0xffff8cb901204800      0t0  25438 type=DGRAM (CONNECTED)
systemd     1921                meaow   20u  unix 0xffff8cb901206000      0t0  25439 type=DGRAM (CONNECTED)
systemd     1921                meaow   21u  unix 0xffff8cba0c541800      0t0  25440 /run/user/1000/systemd/private type=STREAM (LISTEN)
systemd     1921                meaow   22u  unix 0xffff8cba05024800      0t0  25441 @dae598e5fd5c7882/bus/systemd/bus-system type=STREAM (CONNECTED)
systemd     1921                meaow   24u  unix 0xffff8cba05025800      0t0  25442 type=STREAM (CONNECTED)
systemd     1921                meaow   30u  unix 0xffff8cba2ca4f000      0t0  25447 /run/user/1000/bus type=STREAM (LISTEN)
systemd     1921                meaow   31u  unix 0xffff8cba10f43800      0t0  25480 /run/user/1000/gnupg/S.gpg-agent.ssh type=STREAM (LISTEN)
systemd     1921                meaow   33u  unix 0xffff8cba2ca4e800      0t0  25449 /run/user/1000/gnupg/S.dirmngr type=STREAM (LISTEN)
systemd     1921                meaow   34u  unix 0xffff8cba2ca4dc00      0t0  25451 /run/user/1000/gcr/ssh type=STREAM (LISTEN)
systemd     1921                meaow   35u  unix 0xffff8cba2ca4fc00      0t0  25452 /run/user/1000/keyring/control type=STREAM (LISTEN)
systemd     1921                meaow   36u  unix 0xffff8cb9011fa400      0t0  25454 /run/user/1000/gnupg/S.gpg-agent.browser type=STREAM (LISTEN)
systemd     1921                meaow   37u  unix 0xffff8cb9011f8000      0t0  25456 /run/user/1000/gnupg/S.gpg-agent.extra type=STREAM (LISTEN)
systemd     1921                meaow   40u  unix 0xffff8cba10f40800      0t0  25458 /run/user/1000/gnupg/S.gpg-agent type=STREAM (LISTEN)
systemd     1921                meaow   41u  unix 0xffff8cba10f42800      0t0  25460 /run/user/1000/gnupg/S.keyboxd type=STREAM (LISTEN)
systemd     1921                meaow   42u  unix 0xffff8cba10f43000      0t0  25462 /run/user/1000/pulse/native type=STREAM (LISTEN)
systemd     1921                meaow   43u  unix 0xffff8cba10f43400      0t0  25464 /run/user/1000/pipewire-0 type=STREAM (LISTEN)
systemd     1921                meaow   44u  unix 0xffff8cba10f40400      0t0  25466 /run/user/1000/pipewire-0-manager type=STREAM (LISTEN)
systemd     1921                meaow   45u  unix 0xffff8cba10f42000      0t0  25468 /run/user/1000/pk-debconf-socket type=STREAM (LISTEN)
systemd     1921                meaow   46u  unix 0xffff8cba10f41400      0t0  25470 /run/user/1000/snapd-session-agent.socket type=STREAM (LISTEN)
systemd     1921                meaow   47u  unix 0xffff8cba10f42400      0t0  25472 /run/user/1000/speech-dispatcher/speechd.sock type=STREAM (LISTEN)
systemd     1921                meaow   59u  unix 0xffff8cba10f41800      0t0  25571 @e4aad00821ae27d7/bus/systemd/bus-api-user type=STREAM (CONNECTED)
(sd-pam)    1928                meaow    1u  unix 0xffff8cb901204000      0t0  25401 type=STREAM (CONNECTED)
(sd-pam)    1928                meaow    2u  unix 0xffff8cb901204000      0t0  25401 type=STREAM (CONNECTED)
(sd-pam)    1928                meaow    7u  unix 0xffff8cb901207400      0t0  25419 type=DGRAM (CONNECTED)
pipewire    1937                meaow    1u  unix 0xffff8cb9011f5c00      0t0  26503 type=STREAM (CONNECTED)
pipewire    1937                meaow    2u  unix 0xffff8cb9011f5c00      0t0  26503 type=STREAM (CONNECTED)
pipewire    1937                meaow    3u  unix 0xffff8cba10f43400      0t0  25464 /run/user/1000/pipewire-0 type=STREAM (LISTEN)
pipewire    1937                meaow    4u  unix 0xffff8cba10f40400      0t0  25466 /run/user/1000/pipewire-0-manager type=STREAM (LISTEN)
pipewire    1937                meaow   14u  unix 0xffff8cb931e66c00      0t0  25572 type=STREAM (CONNECTED)
pipewire    1937                meaow   25u  unix 0xffff8cb931e67000      0t0  25587 type=STREAM (CONNECTED)
